Neighborhood,LotArea,MSZoning,HouseStyle,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,SalePrice
Blmngtn,3182,RL,1Story,43,7,5,2005,2006,1346,1504,0,0,1504,2,0,1,1,7,1,2005,2,457,156,0,0,181000
CollgCr,8385,RL,SLvl,65,5,8,1977,1977,985,985,0,0,985,2,0,3,1,6,0,1977,1,328,210,0,0,149900
NAmes,12155,RL,1Story,NA,6,3,1970,1970,1657,1657,0,0,1657,2,0,3,1,7,1,1970,2,484,0,0,0,163500
MeadowV,2217,RM,2Story,21,4,4,1970,1970,546,546,546,0,1092,1,1,3,1,6,0,1970,1,286,238,0,0,88000
Mitchel,12118,RL,1Story,43,7,5,2004,2005,1710,1710,0,0,1710,2,0,3,1,7,1,2004,2,550,100,48,0,240000
SWISU,6000,RL,1.5Fin,60,5,5,1926,1950,1008,1008,0,514,1522,2,0,4,1,7,0,NA,0,0,0,0,138,102000
Sawyer,21286,RL,1.5Fin,115,5,5,1948,1950,720,720,551,0,1271,2,0,4,1,7,1,1948,1,312,0,0,108,135000
Edwards,9825,RL,1Story,75,5,5,1965,1965,0,1664,0,0,1664,2,0,4,2,8,0,NA,0,0,0,0,0,100000
Crawfor,10592,RL,2Story,55,6,7,1923,1996,602,900,602,0,1502,1,1,3,1,7,2,1923,1,180,96,0,112,165000
OldTown,7200,RM,1Story,60,5,4,1910,2006,1022,1022,0,0,1022,1,0,2,1,4,0,1956,1,280,0,30,226,85000
NAmes,11664,RL,1Story,60,6,5,1948,1950,1082,1082,0,0,1082,1,0,2,1,5,1,1948,1,240,0,130,0,119200
NWAmes,8400,RL,2Story,70,8,6,2001,2001,810,810,855,0,1665,2,1,3,1,6,0,2001,2,528,0,45,0,227000
CollgCr,11883,RL,1Story,73,7,5,1996,1996,1504,1504,0,0,1504,2,0,3,1,6,1,1996,2,478,115,66,0,203000
StoneBr,5814,RL,1Story,NA,8,5,1984,1984,1220,1360,0,0,1360,1,0,1,1,4,1,1984,2,565,63,0,0,187500
Gilbert,10784,RL,SLvl,NA,7,5,1991,1992,384,802,670,0,1472,2,1,3,1,7,1,1991,2,402,164,0,0,160000
Blmngtn,3013,RL,1Story,43,7,5,2005,2005,1362,1506,0,0,1506,2,0,2,1,6,1,2005,2,440,142,20,0,213490
Edwards,7024,RL,1Story,60,4,5,2005,2005,1132,1132,0,0,1132,1,1,2,1,5,0,2005,2,451,252,64,0,176000
CollgCr,7406,RL,1Story,64,7,5,2006,2006,1199,1220,0,0,1220,2,0,2,1,6,0,2006,2,632,105,54,0,194000
OldTown,9439,RM,1.5Fin,52,5,5,1930,1950,912,912,336,0,1248,1,0,2,1,6,0,1957,1,160,0,0,192,87000
Blmngtn,3182,RL,1Story,43,7,5,2005,2006,1346,1504,0,0,1504,2,0,2,1,7,1,2005,2,437,156,20,0,191000
Timber,15498,RL,1Story,NA,8,6,1976,1976,1565,2898,0,0,2898,2,0,2,1,10,1,1976,2,665,0,72,174,287000
CollgCr,7700,RL,1Story,70,5,5,1972,1972,882,882,0,0,882,1,0,3,1,5,0,1980,2,461,96,0,0,112500
NAmes,9300,RL,1Story,73,5,5,1960,1960,1268,1264,0,0,1264,1,0,3,1,6,2,1960,2,461,0,0,0,167500
Timber,9520,RL,1Story,71,8,5,2007,2008,1638,1646,0,0,1646,2,0,3,1,7,1,2008,3,800,192,44,0,293077
NAmes,9492,RL,1.5Fin,79,5,5,1941,1950,768,968,408,0,1376,1,0,3,1,6,1,1941,1,240,0,0,0,105000
BrDale,1680,RM,2Story,21,6,7,1972,1972,672,672,546,0,1218,1,1,3,1,7,0,1972,1,264,0,28,0,118000
SWISU,7082,RH,2Story,NA,5,8,1916,1995,686,948,980,0,1928,2,0,5,2,10,0,NA,0,0,0,0,228,160000
SWISU,15863,RL,2.5Fin,102,7,3,1920,1970,824,1687,998,397,3082,2,1,5,1,12,2,1970,2,672,136,63,0,197000
NoRidge,14541,RL,2Story,NA,8,7,1993,1993,1338,1352,1168,0,2520,2,1,5,1,10,1,1993,3,796,209,55,0,310000
CollgCr,8125,RL,1Story,NA,7,5,2002,2002,1654,1654,0,0,1654,2,0,3,1,6,0,2002,3,900,0,136,0,230000
Crawfor,6305,RL,1Story,50,5,7,1938,1950,920,954,0,0,954,1,0,2,1,5,1,1938,1,240,0,0,0,119750
Edwards,11500,RL,1Story,NA,4,3,1957,1957,0,845,0,0,845,1,0,3,1,5,0,1957,1,290,186,0,0,84000
Timber,12898,RL,1Story,89,9,5,2007,2008,1620,1620,0,0,1620,2,0,2,1,6,1,2008,3,912,228,0,0,315500
CollgCr,9240,RL,2Story,NA,8,5,2001,2002,1055,1055,1208,0,2263,2,1,3,1,7,1,2001,2,905,0,45,0,287000
MeadowV,1533,RM,2Story,21,4,6,1970,2008,546,798,546,0,1344,1,1,3,1,6,1,NA,0,0,0,0,0,97000
MeadowV,1477,RM,SFoyer,21,4,4,1970,1970,630,630,0,0,630,1,0,1,1,3,0,1970,1,286,0,0,0,80000
Sawyer,13125,RL,1Story,88,5,4,1957,2000,1134,1803,0,0,1803,2,0,3,1,8,1,1957,2,484,0,0,0,155000
NWAmes,9130,RL,2Story,NA,6,8,1966,2000,800,800,832,0,1632,1,1,4,1,7,0,1966,2,484,0,40,0,173000
NridgHt,5381,RL,1Story,34,6,5,2005,2005,1306,1306,0,0,1306,2,0,1,1,5,1,2005,2,624,170,63,0,196000
SawyerW,11839,RL,2Story,86,7,5,1990,1990,1475,1532,797,0,2329,2,1,4,1,10,1,1990,2,514,192,121,0,262280
NWAmes,9600,RL,1Story,80,8,5,1981,1981,2524,2524,0,0,2524,2,1,4,1,9,1,1981,2,542,474,120,0,278000
Edwards,13680,RL,1Story,NA,3,5,1955,1955,0,1733,0,0,1733,2,0,4,1,8,1,1955,2,452,0,0,0,139600
StoneBr,16056,RL,2Story,85,9,5,2005,2006,1992,1992,876,0,2868,3,1,4,1,11,1,2005,3,716,214,108,0,556581
CollgCr,9245,RL,1Story,57,5,5,1994,1995,990,990,0,0,990,1,0,3,1,5,0,1996,2,672,0,0,0,145000
Mitchel,21750,RL,1Story,100,5,4,1960,2006,0,1771,0,0,1771,1,0,3,1,9,1,1960,2,336,0,0,0,115000
Edwards,11100,RL,1Story,60,4,7,1946,2006,0,930,0,0,930,1,0,2,1,6,0,1946,1,308,0,0,0,84900
Gilbert,8993,RL,1Story,73,7,5,2007,2007,1302,1302,0,0,1302,2,0,3,1,6,0,2007,2,436,0,22,0,176485
CollgCr,11175,RL,1Story,103,7,5,2007,2007,1316,1316,0,0,1316,2,0,3,1,6,1,2007,2,440,0,20,0,200141
NAmes,9500,RL,2Story,100,6,6,1964,1978,816,1127,850,0,1977,1,1,4,1,9,1,1964,2,540,0,52,0,165000
Edwards,8562,RL,1Story,68,5,6,1957,2002,1216,1526,0,0,1526,1,0,4,1,7,1,1957,1,364,116,78,0,144500
CollgCr,11367,RL,2Story,90,8,5,2002,2002,1065,1091,898,0,1989,2,1,3,1,7,1,2002,2,586,199,60,0,255000
NWAmes,11361,RL,1Story,104,6,5,1976,1976,1193,1523,0,0,1523,2,0,3,1,7,1,1976,2,478,0,0,0,180000
NridgHt,7052,RL,1Story,43,7,5,2005,2005,1364,1364,0,0,1364,2,0,2,1,6,1,2005,2,484,192,36,0,185850
NoRidge,29959,RL,2Story,NA,7,6,1994,1994,973,979,871,0,1850,2,1,3,1,7,1,1994,2,467,168,98,0,248000
NridgHt,11308,RL,2Story,96,9,5,2008,2008,1104,1130,1054,0,2184,2,1,3,1,10,1,2008,3,836,0,102,0,335000
Crawfor,11275,RL,1.5Fin,NA,6,7,1932,1950,854,1096,895,0,1991,1,1,3,1,7,1,1977,2,432,0,0,19,220000
StoneBr,4920,RL,1Story,41,8,5,2001,2001,1338,1338,0,0,1338,2,0,2,1,6,0,2001,2,582,0,0,170,213500
IDOTRR,18000,C (all),1Story,120,3,4,1935,1950,894,894,0,0,894,1,0,2,1,6,0,1994,3,1248,0,20,0,81000
OldTown,13600,RM,2Story,85,5,5,1900,1950,662,1422,915,0,2337,2,0,5,2,10,0,1945,2,560,0,57,0,90000
OldTown,6000,RM,1Story,50,6,6,1925,1980,1103,1103,0,0,1103,1,0,2,1,5,1,1976,2,440,166,120,0,110500
NAmes,11000,RL,1Story,NA,5,6,1966,1966,1154,1154,0,0,1154,1,1,3,1,6,1,1966,2,480,0,58,0,154000
ClearCr,14000,RL,2Story,80,7,5,1996,1997,1306,1306,954,0,2260,2,1,3,1,7,0,1996,2,533,296,44,0,328000
Gilbert,7837,RL,2Story,59,6,7,1993,1994,799,799,772,0,1571,2,1,3,1,7,1,1993,2,380,0,40,0,178000
NAmes,9760,RL,2Story,80,6,6,1964,1964,780,798,813,0,1611,1,1,4,1,7,0,1964,2,442,328,128,0,167900
MeadowV,3964,RM,2Story,42,6,4,1973,1973,942,1291,1230,0,2521,2,1,5,1,10,1,1973,2,576,728,20,0,151400
NAmes,9600,RL,1.5Unf,60,5,7,1949,2003,845,893,0,0,893,1,0,2,1,4,0,1985,2,576,0,0,0,135000
NAmes,10152,RL,1Story,72,5,5,1956,1956,1048,1048,0,0,1048,1,0,3,1,6,0,1956,1,286,0,20,0,135000
NWAmes,11700,RL,2Story,78,6,6,1968,1968,727,829,727,0,1556,1,1,4,1,8,0,1968,2,441,0,0,0,154000
Edwards,7585,RL,1.5Fin,50,5,3,1948,1950,810,1002,454,0,1456,1,0,4,1,7,1,1954,1,280,0,0,0,91500
Edwards,7950,RL,2Story,75,6,6,1977,1977,690,698,728,0,1426,1,1,3,1,6,0,1977,2,440,252,0,0,159500
CollgCr,8556,RL,1Story,74,7,5,2006,2006,1240,1240,0,0,1240,2,0,2,1,5,0,2006,3,826,140,93,0,194000
Crawfor,13125,RL,2Story,75,7,6,1940,1984,800,960,780,0,1740,1,1,3,1,6,2,1940,1,240,0,0,0,219500
OldTown,10800,RL,1.5Fin,60,5,8,1936,1989,796,1096,370,0,1466,2,0,3,1,7,1,1950,2,566,436,21,0,170000
NAmes,15870,RL,1Story,NA,5,5,1969,1969,1096,1096,0,0,1096,1,0,3,1,6,0,1969,1,299,240,32,0,138800
CollgCr,4435,RM,1Story,37,6,5,2004,2004,848,848,0,0,848,1,0,1,1,3,1,2004,2,420,140,0,0,155900
CollgCr,8775,RL,1Story,65,5,5,1994,1994,990,990,0,0,990,1,0,3,1,5,0,1996,1,299,0,64,0,126000
NWAmes,11040,RL,1Story,80,6,7,1971,2004,1258,1258,0,0,1258,2,0,3,1,5,0,1971,2,528,55,0,0,145000
Sawyer,7500,RL,1Story,75,5,5,1963,1963,1040,1040,0,0,1040,1,1,3,1,5,0,1963,1,308,0,0,220,133000
CollgCr,8749,RL,1Story,70,7,5,2002,2002,1459,1459,0,0,1459,2,0,3,1,6,1,2002,2,527,192,39,0,192000
NAmes,8800,RL,1Story,80,6,6,1964,1964,1251,1251,0,0,1251,1,0,3,1,6,2,1964,1,461,0,116,0,160000
Gilbert,13031,RL,2Story,NA,6,5,1995,1996,691,691,807,0,1498,2,1,3,1,6,1,1995,2,409,315,44,0,187500
SawyerW,9069,RL,SFoyer,73,6,6,1992,1992,936,996,0,0,996,1,0,2,1,5,0,1992,2,564,120,0,0,147000
MeadowV,1974,RM,2Story,NA,4,5,1973,1973,546,546,546,0,1092,1,1,3,1,6,0,1973,1,286,120,96,0,83500
Somerst,10574,FV,2Story,85,8,5,2005,2006,1082,1082,871,0,1953,2,1,3,1,9,1,2005,3,1043,160,50,0,252000
Edwards,2522,RM,2Story,24,7,5,2004,2004,970,970,739,0,1709,2,0,3,1,7,0,2004,2,380,0,40,0,137500
Somerst,3316,FV,1Story,37,8,5,2005,2005,1247,1247,0,0,1247,1,1,1,1,4,1,2005,2,550,0,84,0,197000
NAmes,8544,RL,1Story,60,3,4,1950,1950,0,1040,0,0,1040,2,0,2,2,6,0,1987,2,400,0,0,0,92900
Somerst,2160,FV,2Story,24,7,5,1999,2000,600,624,628,0,1252,2,1,2,1,4,0,1999,2,462,0,48,0,160000
SWISU,8400,RL,1.5Fin,60,6,5,1925,1950,1181,1390,304,0,1694,2,0,4,1,7,1,1925,2,576,342,0,128,136500
NAmes,9230,RL,1Story,71,5,8,1965,1998,864,1200,0,0,1200,1,1,1,1,6,0,1977,2,884,0,64,0,146000
NAmes,5868,RL,1Story,74,5,7,1956,2000,936,936,0,0,936,1,0,2,1,4,0,1956,1,308,0,0,80,129000
CollgCr,9317,RL,1Story,78,6,5,2006,2006,1314,1314,0,0,1314,2,0,3,1,6,1,2006,2,440,0,22,0,176432
IDOTRR,6882,RM,2Story,60,6,7,1914,2006,684,773,582,0,1355,1,1,3,1,7,0,NA,0,0,136,0,115,127000
StoneBr,3696,RL,1Story,NA,8,5,1986,1986,1074,1088,0,0,1088,1,1,2,1,5,0,1987,2,461,0,74,137,170000
BrkSide,6000,RM,1.5Fin,50,4,6,1936,1950,672,757,567,0,1324,1,0,3,1,6,0,1936,1,240,0,0,0,128000
NWAmes,11880,RL,1Story,82,7,5,1978,1978,1271,1601,0,0,1601,2,0,3,1,7,1,1978,2,478,0,0,0,157000
SWISU,8400,RL,1Story,60,2,5,1920,1950,290,438,0,0,438,1,0,1,1,3,0,1930,1,246,0,0,0,60000
NAmes,9758,RL,1Story,61,5,5,1971,1971,950,950,0,0,950,1,0,3,1,5,0,1981,1,280,0,0,0,119500
NAmes,7000,RL,1Story,70,5,7,1960,2002,1010,1134,0,0,1134,1,0,2,1,6,0,1960,1,254,0,16,0,135000
NAmes,8910,RL,1Story,79,6,6,1959,1959,655,1194,0,0,1194,1,0,3,1,6,1,1954,2,539,0,0,192,159500
BrDale,2016,RM,2Story,24,5,5,1970,1970,630,630,672,0,1302,2,1,3,1,6,0,1970,2,440,0,0,0,106000
NoRidge,12256,RL,2Story,98,8,5,1994,1995,1463,1500,1122,0,2622,2,1,3,1,9,2,1994,2,712,186,32,0,325000
SawyerW,10357,RL,1Story,114,7,5,1990,1991,910,1442,0,0,1442,2,0,3,1,6,1,1990,2,719,0,244,0,179900
Gilbert,23257,RL,2Story,168,7,5,2006,2006,868,887,1134,0,2021,2,1,3,1,9,1,2006,2,422,0,100,0,274725
Gilbert,8063,RL,2Story,NA,6,5,2000,2000,924,948,742,0,1690,2,1,3,1,7,1,2000,2,463,100,48,0,181000
NridgHt,11362,RL,1Story,107,8,5,2004,2005,1836,1836,0,0,1836,2,0,3,1,7,1,2004,3,862,125,185,0,280000
Gilbert,8000,RL,2Story,NA,6,5,1995,1996,773,773,885,0,1658,2,1,3,1,8,1,1995,2,431,224,84,0,188000
NWAmes,10480,RL,2Story,80,7,6,1976,1976,803,1098,866,0,1964,2,1,4,1,8,1,1976,2,483,0,69,0,205000
NAmes,7100,RL,1Story,73,5,7,1957,1957,816,816,0,0,816,1,0,2,1,5,0,1957,1,308,0,0,0,129900
NAmes,8923,RL,1Story,66,5,7,1953,2006,1008,1008,0,0,1008,1,0,2,1,6,0,1953,1,240,0,18,0,134500
OldTown,5400,RL,1Story,90,5,7,1954,2000,833,833,0,0,833,1,0,2,1,4,0,1955,1,326,0,0,0,117000
NridgHt,12085,RL,1Story,93,8,5,2007,2007,1734,1734,0,0,1734,2,0,3,1,7,1,2007,3,928,0,0,0,318000
Gilbert,7750,RL,SLvl,NA,8,5,2002,2002,408,779,640,0,1419,2,1,3,1,7,1,2002,2,527,120,0,0,184100
Sawyer,9764,RL,1Story,57,5,7,1967,2003,894,894,0,0,894,1,0,3,1,5,0,1967,2,450,0,0,0,130000
Sawyer,13825,RL,SLvl,85,5,6,1958,1987,533,1021,580,0,1601,1,0,3,1,6,0,1958,1,300,280,34,0,140000
NAmes,7560,RL,1Story,70,5,5,1959,1959,1040,1040,0,0,1040,1,0,3,1,6,0,1959,1,286,140,0,252,133700
IDOTRR,8263,RM,1Story,59,6,5,1920,1950,1012,1012,0,0,1012,1,0,2,1,6,1,1920,1,308,0,22,112,118400
CollgCr,10084,RL,1Story,84,7,5,2005,2006,1552,1552,0,0,1552,2,0,3,1,7,0,2005,3,782,144,20,0,212900
Edwards,8926,RL,1Story,NA,4,3,1956,1956,672,960,0,0,960,1,0,3,1,5,0,1956,1,288,64,0,0,112000
Edwards,9405,RL,1Story,50,5,9,1947,2008,698,698,0,0,698,1,0,2,1,4,0,NA,0,0,0,200,0,118000
Gilbert,9125,RL,SLvl,NA,7,5,1992,1992,384,812,670,0,1482,2,1,3,1,7,1,1992,2,392,100,25,0,163900
NAmes,10434,RL,1Story,60,4,5,1955,1955,1005,1005,0,0,1005,1,0,2,1,5,1,1977,2,672,0,0,0,115000
Blmngtn,3684,RL,1Story,53,7,5,2007,2007,1373,1555,0,0,1555,2,0,2,1,7,1,2007,3,660,143,20,0,174000
Gilbert,14572,RL,1Story,182,7,5,2004,2004,1530,1530,0,0,1530,2,0,3,1,7,1,2004,3,630,144,36,0,259000
Gilbert,11796,RL,2Story,59,7,5,2004,2005,847,847,1112,0,1959,2,1,4,1,8,1,2004,2,434,100,48,0,215000
OldTown,7200,RM,SFoyer,60,5,5,1980,1980,936,936,0,0,936,1,0,2,1,4,0,1980,2,672,49,0,0,140000
SWISU,7804,RL,1.5Fin,65,4,3,1928,1950,1122,1328,653,0,1981,2,0,4,1,7,2,1981,2,576,431,44,0,135000
Mitchel,10712,RL,1Story,63,5,5,1991,1992,974,974,0,0,974,1,0,3,1,5,0,NA,0,0,0,28,0,93500
OldTown,9900,RM,2Story,90,6,4,1880,1950,1008,1178,1032,0,2210,2,0,5,1,8,0,1930,1,205,0,48,0,117500
SawyerW,9828,RL,2Story,80,8,5,1995,1995,1128,1142,878,0,2020,2,1,3,1,8,1,1995,2,466,0,155,0,239500
Gilbert,8773,RL,2Story,57,6,5,1997,1997,916,916,684,0,1600,2,1,3,1,7,1,1997,2,460,100,38,0,169000
BrkSide,6180,RM,1Story,60,6,5,1926,1950,960,986,0,0,986,1,0,2,1,5,1,1926,1,180,0,128,0,102000
NAmes,9600,RL,1.5Fin,80,6,5,1950,1950,1032,1032,220,0,1252,1,0,3,1,6,0,1950,1,288,0,0,96,119000
Sawyer,6342,RL,1.5Fin,54,5,8,1875,1996,780,780,240,0,1020,1,0,2,1,6,0,NA,0,0,0,0,176,94000
Mitchel,9819,RL,1Story,NA,6,5,1977,1977,1567,1567,0,0,1567,2,0,2,1,5,2,1977,2,714,264,32,0,196000
BrkSide,8731,RL,1Story,98,5,5,1920,1950,915,1167,0,0,1167,1,0,3,1,6,1,1972,2,495,0,0,216,144000
NAmes,7350,RL,1Story,60,5,7,1951,1951,952,952,0,0,952,1,0,2,1,4,0,1988,2,840,0,0,0,139000
NWAmes,10304,RL,2Story,NA,5,7,1976,1976,780,1088,780,0,1868,2,1,4,1,9,1,1976,2,484,448,96,0,197500
CollgCr,9965,RL,2Story,77,8,5,2006,2007,1466,1466,1362,0,2828,3,0,4,1,11,1,2006,3,1052,125,144,0,424870
Sawyer,9000,RL,1Story,NA,5,3,1959,1959,1006,1006,0,0,1006,1,0,3,1,5,0,NA,0,0,0,24,0,80000
Edwards,12180,RL,1.5Fin,60,4,4,1941,1950,672,672,252,0,924,1,0,2,1,5,0,1941,1,280,0,0,0,80000
BrkSide,6240,RM,1.5Fin,52,5,6,1928,1950,1042,1042,534,0,1576,1,0,3,1,8,1,1928,1,225,0,0,0,149000
SawyerW,11200,RL,1Story,NA,6,5,1985,1985,1298,1298,0,0,1298,2,0,3,1,5,1,1985,2,403,165,26,0,180000
Crawfor,12000,RL,2Story,75,7,7,1941,1950,704,860,704,0,1564,1,1,3,1,7,1,1941,1,234,0,0,0,174500
OldTown,5700,RM,1.5Fin,NA,7,7,1926,1950,572,572,539,0,1111,1,0,2,1,5,1,1982,1,288,0,0,176,116900
OldTown,9000,RM,2Story,50,7,9,1920,1988,650,832,650,0,1482,1,0,3,1,7,0,1930,2,324,0,0,0,143000
NAmes,8280,RL,1Story,57,6,5,1950,1950,932,932,0,0,932,1,0,2,1,4,1,1950,1,306,0,0,214,124000
Edwards,17755,RL,1Story,134,5,4,1959,1959,1466,1466,0,0,1466,1,1,3,1,6,2,1959,2,528,0,140,0,149900
Crawfor,14115,RL,1Story,90,6,7,1956,2004,1073,1811,0,0,1811,1,0,2,1,6,1,1956,2,470,0,0,280,230000
IDOTRR,5890,RM,1Story,NA,6,8,1930,2007,816,816,0,0,816,1,0,2,1,5,0,2002,1,432,0,0,96,120500
NAmes,13700,RL,2Story,NA,7,6,1965,1988,864,902,918,0,1820,1,2,4,1,8,2,1965,2,492,60,84,0,201800
Veenker,10768,RL,1Story,90,5,8,1976,2004,1437,1437,0,0,1437,2,0,3,1,6,1,1976,2,528,0,21,0,218000
NAmes,9350,RL,SLvl,85,5,8,1965,1999,1219,1265,0,0,1265,2,0,3,1,6,1,1965,2,502,0,92,0,179900
NridgHt,5001,RL,1Story,34,7,5,2007,2008,1314,1314,0,0,1314,2,0,2,1,6,1,2008,2,626,172,62,0,230000
Somerst,11932,RL,1Story,92,8,5,2007,2008,1580,1580,0,0,1580,2,0,3,1,7,0,2008,3,830,0,24,0,235128
NWAmes,9120,RL,2Story,76,6,6,1974,1974,901,943,933,0,1876,2,1,4,1,8,1,1974,2,540,0,69,0,185000
NPkVill,2280,RL,2Story,24,6,5,1978,1978,855,855,601,0,1456,2,1,3,1,7,1,1978,2,440,26,0,0,146000
Crawfor,14778,RL,1Story,NA,6,7,1954,2006,1296,1640,0,0,1640,1,0,3,1,7,1,1993,2,924,108,0,0,224000
Sawyer,8724,RL,1Story,109,5,5,1968,1968,894,894,0,0,894,1,0,3,1,5,1,1968,2,450,0,0,0,129000
Sawyer,12900,RL,SFoyer,60,4,4,1969,1969,1198,1258,0,0,1258,0,2,0,2,6,0,1969,2,400,120,0,0,108959
Veenker,16157,RL,SLvl,NA,5,7,1978,1978,1360,1432,0,0,1432,1,1,2,1,5,1,1978,2,588,168,180,0,194000
NridgHt,9541,RL,1Story,79,7,5,2009,2009,1502,1502,0,0,1502,2,0,3,1,7,0,2009,2,644,0,114,0,233170
CollgCr,10475,RL,1Story,64,8,5,2008,2008,1694,1694,0,0,1694,2,0,3,1,7,0,2008,3,776,160,33,0,245350
Gilbert,10852,RL,2Story,58,6,5,2000,2000,959,959,712,0,1671,2,1,3,1,7,1,2000,2,472,0,38,0,173000
Edwards,13728,RL,2Story,120,6,7,1935,1986,1127,1236,872,0,2108,2,0,4,1,7,2,1935,2,540,0,0,0,235000
NoRidge,35760,RL,2Story,118,10,5,1995,1996,1930,1831,1796,0,3627,3,1,4,1,10,1,1995,3,807,361,76,0,625000
Mitchel,9880,RL,SLvl,76,6,6,1977,1977,1096,1118,0,0,1118,1,0,3,1,6,1,1977,1,358,203,0,0,171000
NAmes,9120,RL,1Story,76,6,6,1958,1958,1261,1261,0,0,1261,1,0,3,1,6,1,1958,2,433,0,0,0,163000
Somerst,4017,FV,2Story,35,7,5,2006,2007,625,625,625,0,1250,2,1,2,1,5,0,2006,2,625,0,54,0,171900
ClearCr,18030,RL,1.5Fin,138,5,6,1946,1994,1598,1636,971,479,3086,3,0,3,1,12,1,NA,0,0,122,0,0,200500
Crawfor,16560,RL,2Story,80,6,8,1932,1950,952,1170,1175,0,2345,2,1,4,1,9,1,1932,2,360,0,0,0,239000
NoRidge,10678,RL,1.5Fin,85,8,5,1992,2000,1683,2129,743,0,2872,2,1,4,1,9,1,1992,2,541,0,33,0,285000
Mitchel,6951,RL,1Story,37,5,5,1984,1985,876,923,0,0,923,1,0,3,1,5,0,1984,1,264,362,0,0,119500
OldTown,3950,RM,1.5Fin,NA,6,8,1926,2004,818,818,406,0,1224,1,0,3,1,5,0,1926,1,210,0,0,116,115000
Crawfor,7681,RL,1.5Fin,54,5,6,1921,1950,731,820,523,0,1343,1,1,3,1,7,1,1921,1,186,192,0,102,154900
Edwards,8335,RL,1Story,77,5,5,1954,1954,0,1124,0,0,1124,1,0,3,1,5,1,NA,0,0,0,36,190,93000
Timber,11170,RL,2Story,NA,7,5,1990,1991,1216,1298,1216,0,2514,2,1,4,1,8,0,1990,2,693,0,0,0,250000
Crawfor,5587,RM,1Story,64,8,5,2008,2008,1600,1652,0,0,1652,2,0,2,1,5,1,2008,2,482,162,53,0,392500
NoRidge,15623,RL,2Story,160,10,5,1996,1996,2396,2411,2065,0,4476,3,1,4,1,10,2,1996,3,813,171,78,0,745000
OldTown,10800,RL,1Story,60,5,6,1920,1950,1120,1130,0,0,1130,1,0,2,1,5,1,1970,2,720,229,0,0,120000
Timber,35133,RL,1Story,50,5,4,1963,1963,1572,1572,0,0,1572,1,1,3,1,5,2,1963,3,995,0,263,0,186700
Edwards,9738,RL,1.5Fin,60,5,7,1924,1950,784,949,272,0,1221,1,0,4,1,7,0,1965,1,392,0,0,236,104900
OldTown,10615,RL,2Story,107,3,5,1900,1970,978,1014,685,0,1699,2,0,3,2,7,0,1920,2,420,0,74,0,95000
NoRidge,12461,RL,1Story,89,8,5,1994,1995,1624,1624,0,0,1624,2,0,2,1,5,1,1994,3,757,0,114,192,262000
CollgCr,8935,RL,2Story,68,7,5,2002,2002,831,831,829,0,1660,2,1,3,1,7,0,2002,2,493,144,68,0,195000
Gilbert,7500,RL,2Story,60,7,5,1999,1999,994,1028,776,0,1804,2,1,3,1,7,1,1999,2,442,140,60,0,189000
Mitchel,32463,RL,1Story,NA,4,4,1961,1975,1249,1622,0,0,1622,1,0,3,1,7,1,1975,4,1356,439,0,0,168000
Somerst,2645,FV,2Story,24,8,5,1999,2000,776,764,677,0,1441,2,1,2,1,5,0,1999,2,492,206,0,0,174000
OldTown,9600,RM,1.5Fin,60,5,8,1925,1994,702,842,630,0,1472,1,0,3,1,6,0,1925,1,250,0,0,84,125000
Mitchel,4500,RM,1Story,NA,6,5,1999,1999,1224,1224,0,0,1224,2,0,2,1,5,0,1999,2,402,0,304,0,165000
Sawyer,9364,RL,2Story,80,6,7,1969,1969,663,663,689,0,1352,1,1,4,1,7,0,1969,1,299,379,36,0,158000
Gilbert,8029,RL,2Story,51,6,5,2005,2005,728,728,728,0,1456,2,1,3,1,8,0,2005,2,400,100,24,0,176000
Gilbert,14054,RL,2Story,58,7,5,2006,2006,879,879,984,0,1863,2,1,4,1,9,1,2006,3,660,100,17,0,219210
OldTown,8850,RM,2.5Unf,65,7,6,1916,1950,815,815,875,0,1690,1,0,3,1,7,1,1916,1,225,0,0,330,144000
CollgCr,9100,RL,1Story,70,7,5,2001,2001,1212,1212,0,0,1212,2,0,3,1,6,0,2001,2,573,356,0,0,178000
Sawyer,11235,RL,1Story,75,4,5,1963,1979,1051,1382,0,0,1382,1,1,3,1,6,1,1974,2,459,0,82,0,148000
NAmes,9353,RL,1Story,71,4,5,1970,1970,864,864,0,0,864,1,0,3,1,5,0,1972,1,280,0,0,0,116050
CollgCr,10400,RL,2Story,80,7,5,1998,1998,866,866,913,0,1779,2,1,3,1,6,0,1998,2,546,198,36,0,197900
BrkSide,6000,RM,1.5Fin,50,5,8,1925,1997,884,884,464,0,1348,1,0,3,1,5,1,1960,1,216,0,0,208,117000
CollgCr,9750,RL,1Story,75,7,5,2000,2001,1630,1630,0,0,1630,2,0,3,1,6,1,2000,2,451,74,234,0,213000
NWAmes,10140,RL,1Story,78,5,6,1975,1975,1056,1074,0,0,1074,1,1,3,1,6,0,1975,2,495,0,88,0,153500
SawyerW,14684,RL,1Story,90,7,7,1990,1991,2158,2196,0,0,2196,2,0,3,1,7,1,1990,3,701,84,70,0,271900
